"","Date","Header"
"1103",2019-01-09,"Apple Asked Suppliers to Cut iPhone Output by 10%, Nikkei Says"
"1104",2019-01-09,"Apple Gains After Cook Says Ecosystem is `Underappreciated'"
"1105",2019-01-09,"Apple's Cook Collects $12 Million Bonus for 2018, His Most Ever"
"1106",2019-01-10,"The Trade War Is Putting the World’s Smartphone Makers in Danger
When the president gave ZTE the “death penalty,” he offered a preview of the uncertainty facing Apple, Huawei,
and every other big global technology company."
"1107",2019-01-12,"Apple Suppliers Extend Rally After Report on New IPhone Plans"
"1108",2019-01-15,"Apple COO Says Qualcomm Refused to Provide Chips for 2018 Phones"
"1109",2019-01-16,"Apple Releases Cases With Built-in Batteries for Latest IPhones"
"1110",2019-01-17,"Apple Is Said to Plan Hiring Reductions Amid IPhone Woes (1)"
"1111",2019-01-17,"TSMC's Dismal Outlook Muddies Picture for iPhone Demand (1)"
"1112",2019-01-19,"Apple Ordered to Pull Part of Press Statement in IPhone Case (1)"
"1113",2019-01-19,"Tiffany Discovers Oasis in China Where Apple Is Stumbling (1)"
"1114",2019-01-22,"Apple Concedes That Qualcomm Was the Only 4G-Ready Chip Source"
"1115",2019-01-24,"Apple Self-Driving Car Layoffs Are a Nod to Reality: Alex Webb
It was never clear that Apple managed to develop the partnerships it needed. Now it should focus on the bets it
can win. "
"1116",2019-01-29,"China Weakness Spreads Far and Wide, From Caterpillar to Nvidia"
"1117",2019-01-30,"Apple Lifts Tech Stocks as Facebook, Amazon Earnings Loom Next"
"1118",2019-01-30,"Apple Outlook Suggests Stability After a Tough End to 2018 (1)"
"1119",2019-01-30,"Apple Shares Rally as Company Outlines Life Beyond the IPhone"
"1120",2019-01-30,"Apple's Sales Drop in China Means $5 Billion in Lost Revenue"
"1121",2019-01-31,"Apple Is Said to Prep New 3-D Camera for 2020 IPhones in AR Push"
"1122",2019-01-31,"Second China-Bound Apple Car Worker Charged With Data Theft (1)"
"1123",2019-02-01,"Apple Is Said to Pull Key App-Development Tools From Google (1)"
"1124",2019-02-01,"*APPLE SAID TO TAKE ACTION ON GOOGLE APPS FOLLOWING FACEBOOK
Related tickers:
AAPL US (Apple Inc)
FB US (Facebook Inc)
GOOGL US (Alphabet Inc)"
"1125",2019-02-01,"Top China Retailer Cuts iPhone Prices Again as Demand Fizzles"
"1126",2019-02-02,"Apple Apologizes for FaceTime Bug, Says Fix Due Next Week (1)"
"1127",2019-02-04,"Apple Acquisition Targets Could Include Netflix, Sonos: JPMorgan"
"1128",2019-02-04,"Sonos Up 8.5% as JPMorgan Says Could Be Strategic Fit for Apple"
"1129",2019-02-05,"A $2 Billion iPhone Splurge That Didn't Go So Well: Alex Webb
AMS spent big to win a prime position on the iPhone X. With smartphone sales slowing, investors in Apple
suppliers might prefer prudence in future."
"1130",2019-02-05,"Apple Augmented-Reality Headset Executive Leaves Company"
"1131",2019-02-05,"Apple Filing Details User Data the Company Is Storing in Russia"
"1132",2019-02-06,"Apple FaceTime `Privacy Violation' Gets Queries From Lawmakers"
"1133",2019-02-06,"Apple Narrows Damages Qualcomm Can Seek in Patent Trial (1)"
"1134",2019-02-06,"Apple Says Angela Ahrendts Plans April Departure"
"1135",2019-02-06,"Apple Says Retail Chief Angela Ahrendts Leaving in April (2)"
"1136",2019-02-06,"Apple Taps First Insider to Remake Retail for Post-IPhone Era"
"1137",2019-02-06,"Spotify Bets Big on Podcasting to Power Battle Against Apple (2)"
"1138",2019-02-07,"Walmart, Samsung Gorge on Cheap Renewables in India: BNEF"
"1139",2019-02-08,"Apple Gives New Retail Head Stock Grants Worth About $8 Million"
"1140",2019-02-08,"Apple Matchmakers May Finally Be in Business: Shira Ovide
A boost from M&A could be what the company’s transformation needs."
"1141",2019-02-08,"Apple Releases Software Fix for FaceTime Eavesdropping Flaw (1)"
"1142",2019-02-11,"Apple’s ‘Black Site’ Gives Workers Few Perks and Little Security
Contractors a few miles from the company’s spaceship-like headquarters live in fear of termination—and the
bathroom lines."
"1143",2019-02-11,"Apple's iPhone Shipments Plunge in China as Huawei Tightens Grip"
"1144",2019-02-11,"Apple's 4Q Chinese Shipments Dived 20% as Market Contracted: IDC"
"1145",2019-02-12,"Apple Taps IPhone Executive to Be First Head of Marketing for AR"
"1146",2019-02-14,"Apple Doesn’t Need to Remake Video to Succeed at It: Shira Ovide
The iPhone maker can have a robust business without revolutionizing entertainment."
"1147",2019-02-14,"Apple Is Said to Invite Hollywood Stars to Video Launch (2)"
"1148",2019-02-14,"Apple Lawyer Faces SEC Insider Trading Accusation (1)"
"1149",2019-02-14,"Apple's Autonomous Cars Need Much More Human Help Than Rivals"
"1150",2019-02-14,"Ex-Top Apple Lawyer Levoff Accused by SEC of Insider Trading"
"1151",2019-02-14,"Xi Jinping Now Rules Apple's Chinese App Store, Too"
"1152",2019-02-15,"Apple Acquires U.K.-Based Digital Marketing Startup DataTiger"
"1153",2019-02-15,"Buffett Doubles Down on Big Banks as Berkshire Trims Apple Stake"
"1154",2019-02-16,"Apple's Taiwanese Supplier to Start Indonesia Factory, Post Says"
"1155",2019-02-18,"Goldman Sees Opportunity in U.S. Earnings' Apple-JPMorgan `Gap'"
"1156",2019-02-20,"Apple, Amazon Lost Some Institutional Holders in Late 2018 Rout"
"1157",2019-02-20,"Apple Is Said to Target Combining IPhone, IPad, Mac Apps by 2021"
"1158",2019-02-21,"Apple, Goldman to Test Joint Credit Card Within Weeks, WSJ Says"
"1159",2019-02-21,"Apple Skeptics See More Pain Ahead on Weakness in China and EM"
"1160",2019-02-21,"Apple-Goldman Credit Card Poses Risks, May `Blow Up', Ellis Says"
"1161",2019-02-21,"Powell Jobs Invests in Reese Witherspoon’s Production Company"
"1162",2019-02-23,"Making Podcasts Profitable Is Next Challenge for Spotify, Apple (Correct)
The industry generates a lot of enthusiasm and little revenue, but that could be changing."
"1163",2019-02-25,"Buffett Isn't Selling Apple, Would Buy If Stock Were Cheaper"
"1164",2019-02-26,"Apple Co-Founder Wozniak Really Wants a Folding iPhone"
"1165",2019-02-26,"Apple Is Said to Plan Sleep Tracking Feature for Future Watch"
"1166",2019-02-26,"Samsung, Huawei Double Down on Apple's High-Price Strategy"
"1167",2019-02-27,"Google Blames Bug for Apple Music Appearing on Home Speakers"
"1168",2019-03-02,"Cook Says Apple Is `Rolling the Dice' on Future Products (1)"
"1169",2019-03-04,"Google and Apple See the Ghost of Future Taxes: Lionel Laurent
France’s levy on the tech giants won’t bring in much money, but it might force others to follow. The companies
should push for harmonized EU rules."
"1170",2019-03-05,"Apple in `Difficult Position' for 5G IPhone Parts: Cowen (1)"
"1171",2019-03-06,"Apple's Video Plans Put Disney Chief's Board Seat at Risk"
"1172",2019-03-11,"Goldman's Apple Card Said to Land Big Win for Tiny Georgia Firm"
"1173",2019-03-12,"Apple Announces March 25 Event to Unveil Video, News Services"
"1174",2019-03-12,"IPhone Trends Going `From Bad to Worse,' Longbow Research Says"
"1175",2019-03-13,"Apple Faces `Meaningful Risk' From Spotify Salvo, KeyBanc Warns"
"1176",2019-03-13,"Apple Races to Get Studios Signed Up for New Streaming Service"
"1177",2019-03-13,"Spotify's Apple Music Complaint Was a Near Decade in the Making"
"1178",2019-03-14,"Walmart Readies Introduction of Low-Priced Rival to Apple's IPad"
"1179",2019-03-15,"Apple Knocks Out Some Qualcomm Counterclaims in Contract Dispute"
"1180",2019-03-16,"Apple Goes Hollywood; Facebook's Content Problem: N.A. TMT Wrap"
"1181",2019-03-16,"*JURY FINDS THAT APPLE INFRINGES 3 OF QUALCOMM'S PATENTS
Related tickers:
AAPL US (Apple Inc)
QCOM US (QUALCOMM Inc)"
"1182",2019-03-16,"Qualcomm Wins First U.S. Trial in Global Dispute With Apple (2)"
"1183",2019-03-18,"Apple Debuts Mid-Tier, Full-Sized IPad and New IPad Mini"
"1184",2019-03-18,"Apple Launches New iPad Air, Mini With Pencil Support"
"1185",2019-03-19,"Apple Rolls Out First Update to IMac Desktop in Almost Two Years"
"1186",2019-03-19,"New York Times Cools on Apple, Whose News Subscription App Looms"
"1187",2019-03-20,"Apple Announces AirPods With Apple-Designed H1 Headphone Chip"
"1188",2019-03-20,"Apple's Surprise Guest: Goldman CEO as Credit Card Ambassador"
"1189",2019-03-21,"After Google, EU's Antitrust Sights May Turn to Amazon and Apple"
"1190",2019-03-21,"Apple Wins Three Price Target Raises as Shares Push Higher"
"1191",2019-03-22,"Apple Is Said to Sign Up Vox Site for News Subscription Service"
"1192",2019-03-22,"China Vice Premier Met With Apple CEO Tim Cook, Xinhua Says"
"1193",2019-03-22,"Tesla Joins Apple in Trade Secret Cases Tied to China's Xpeng"
"1194",2019-03-23,"Apple's Reinvention as a Services Company Starts for Real Monday"
"1195",2019-03-25,"Apple, Qualcomm Stoke China 5G Fear as Fight Hurtles Toward End"
"1196",2019-03-26,"Apple Credit Card Has Daily Cash-Back Feature, No Foreign Fees"
"1197",2019-03-26,"Apple Debuts Titanium Credit Card With Goldman, Mastercard (1)"
"1198",2019-03-26,"Apple Launches Revamped Apple TV App, Channels Service with HBO"
"1199",2019-03-26,"Apple Shows Off Apple TV+ Video Service, Taking on Netflix"
"1200",2019-03-26,"Apple's Shift From Gadgets to Services Tests Investor Patience"
"1201",2019-03-26,"Even Oprah Can’t Paper Over Apple’s Services Flaws: Shira Ovide
The iPhone maker’s big event highlights some half-baked ideas."
"1202",2019-03-26,"Investors Look Past Samsung's Rare Warning to Late 2019 Rebound"
"1203",2019-03-26,"Mastercard Sees Other Banks Ditching Card Numbers Like Apple Did"
"1204",2019-03-26,"Oprah's Book Club Is Coming to Apple as She Cites Opportunity"
"1205",2019-03-26,"Treasury 10-Year Yields Sink as Stocks Mixed: Markets Wrap"
"1206",2019-03-27,"Apple Escapes Import Ban in 2nd Qualcomm Case at Trade Agency"
"1207",2019-03-27,"Apple Infringes Qualcomm Patent; Judge Recommends IPhone Ban"
"1208",2019-03-27,"Apple Pins Hopes for Mobile Payments on New Goldman Sachs Card"
"1209",2019-03-27,"Apple Video App Shows It Embraces Other Devices Only When Needed"
"1210",2019-03-27,"Apple vs. Qualcomm: Key Takeaways From the Latest Patent Rulings"
"1211",2019-03-27,"*TRADE JUDGE RECOMMENDS IMPORT BAN ON SOME APPLE IPHONES
Related tickers:
AAPL US (Apple Inc)
QCOM US (QUALCOMM Inc)"
"1212",2019-03-30,"Apple Scraps Plan for AirPower Charger in Rare Product Retreat"
"1213",2019-03-30,"Apple to Cancel AirPower Wireless Charging Pad Project"
"1214",2019-04-02,"Foxconn Is Said Close to Trial Output of Newest iPhones in India"
"1215",2019-04-04,"Apple M&A Chief Now Reporting to Cook as Calls Grow for Big Deal"
"1216",2019-04-04,"Roku Tumbles as Analysts See Competition From Apple and Amazon"
"1217",2019-04-05,"Amazon Is Said to Ready AirPods Rival as First Alexa Wearable"
"1218",2019-04-05,"Apple Escapes Infringement Claims Over Wireless Tech Patents"
"1219",2019-04-08,"Apple Gains For Ninth Session in Longest Rally Since September"
"1220",2019-04-09,"Apple's Credit Card Gives Goldman Sachs Rare Customer Role"
"1221",2019-04-09,"Apple's 10-Day Rally Is Its Longest in More Than Eight Years"
"1222",2019-04-09,"Apple's Health Opportunity Could be Triple Smartphone Market"
"1223",2019-04-10,"Apple Gets Rare Sell Rating as HSBC Says Returns Will Take Time"
"1224",2019-04-10,"Apple's $200 Billion Comeback: Services, Tariff Hope and Value"
"1225",2019-04-10,"Not All Apple Services or Profits Are Created Equal: Shira Ovide
The earnings potential of the iPhone maker’s new digital products may not meet expectations."
"1226",2019-04-12,"Apple Cut to Sell at New Street Research as `Air Pocket' Emerges"
"1227",2019-04-15,"Apple, Qualcomm Face Decisive Trial in Global Chips Brawl"
"1228",2019-04-15,"Mass Production of iPhones to Start in India, a Shift from China"
"1229",2019-04-16,"Bloomberg Intelligence"
"1230",2019-04-16,"Apple-Qualcomm Jury Includes Woman Who's Never Owned Smartphone"
"1231",2019-04-16,"IPhone Assembler's Rally Leaves Hot Stock Flashing a Warning (2)"
"1232",2019-04-17,"Apple in Talks With Sensor Suppliers for Self-Driving Cars: Rtrs"
"1233",2019-04-17,"Apple Puts Need for 5G Ahead of Legal Fight in Qualcomm Deal"
"1234",2019-04-17,"Apple, Qualcomm Reach Courthouse-Steps Settlement to Suits (2)"
"1235",2019-04-17,"Apple, Qualcomm Settle Royalty Dispute: CNBC"
"1236",2019-04-17,"Apple's Qualcomm Settlement Is Good News for Tons of Chip Stocks"
"1237",2019-04-17,"Google, Apple Are Said to Block New Downloads of TikTok in India"
"1238",2019-04-17,"Intel Rises to 19-Year High as Analysts Praise 5G Mobile Exit"
"1239",2019-04-17,"Qualcomm and Apple Agree to Drop All Litigation (1)"
"1240",2019-04-17,"Qualcomm Inc. jumped after the chipmaker and Apple Inc. agreed to end all ongoing litigation, while also
reaching a six-year global patent license pact and multiyear chipset supply accord."
"1241",2019-04-17,"Qualcomm Soars on Apple Pact, and Analysts See Room to Run (1)"
"1242",2019-04-17,"Qualcomm’s Apple Pact Doesn’t End Risk to Licensing: Shira Ovide
Litigation was never about principle. It was always about the money."
"1243",2019-04-18,"Apple Legal Surrender Is a Blow for Supply Chain Strategy (1)"
"1244",2019-04-18,"Qualcomm's Apple Deal Leaves FTC Monopoly Case as Looming Threat"
"1245",2019-04-18,"Who's Who: Winners and Losers of Apple's Truce With Qualcomm"
"1246",2019-04-22,"Apple in Talks to Use Qualcomm's Fingerprint Tech: Taiwan's EDN"
"1247",2019-04-23,"Apple Face-Recognition Blamed by N.Y. Teen for False Arrest (1)"
"1248",2019-04-23,"Samsung Can Learn From Apple That Boring Beats Sexy: Tim Culpan
Sometimes solid execution is more important to consumers than pushing the edge of tech."
"1249",2019-04-24,"Apple’s 22-Year Tax Break Part of Billions in California Bounty"
"1250",2019-04-25,"Laurene Powell Jobs Turned Her LLC Into a VC Machine"
"1251",2019-04-25,"SK Hynix Posts Worst Profit Drop Since 2012 as Chip Sales Fall"
"1252",2019-04-25,"Tech Trio Races Toward $1 Trillion Valuation on Cusp of Earnings"
"1253",2019-04-26,"Apple Analysts Grow Reluctantly More Bullish Ahead of Earnings"
"1254",2019-04-26,"No Pay, No Gain: Huawei Outspends Apple on R&D for a 5G Edge"
"1255",2019-04-27,"Apple Discussed Buying Intel Smartphone-Modem Unit: WSJ"
"1256",2019-04-27,"*APPLE DISCUSSED BUYING INTEL'S SMARTPHONE-MODEM CHIP UNIT: WSJ
Related tickers:
AAPL US (Apple Inc)
INTC US (Intel Corp)"
"1257",2019-04-27,"Apple Removed or Restricted Apps Limiting iPhone Use, NYT Says"
"1258",2019-04-30,"Apple's $300 Billion Rebound Faces Reality Check With Earnings"
"1259",2019-05-01,"Apple Options Investors in Tug of War as 2019 Rally Faces Test"
"1260",2019-05-01,"Apple Sales Forecast Beats Wall Street Estimates; Shares Rally"
"1261",2019-05-01,"Apple Third Quarter Revenue View 2.5% Above Ests; Shares Rise"
"1262",2019-05-01,"Apple Trade-Ins and Discounts Spark IPhone Revival, Stock Rally"
"1263",2019-05-01,"Stock Futures Rise on Apple; Dollar, Yields Dip: Markets Wrap"
"1264",2019-05-02,"Apple's $1 Trillion Valuation Is Further Away Than It May Appear"
"1265",2019-05-02,"Qualcomm Forecast Hit by China Weakness, Dimming Apple Deal (1)"
"1266",2019-05-02,"Qualcomm Sees Up to $4.7 Billion Payment From Apple (Correct)"
"1267",2019-05-02,"Watch Europe's Chip Stocks For Reaction to Apple, Qualcomm, AMD"
"1268",2019-05-05,"Berkshire's Apple Win May Atone for Missing Google, Munger Says"
"1269",2019-05-06,"Apple Said to Prep Upgrades for IPhone Apps, Watch, Health Data
Tech giant will woo developers with new tools, but also compete with them through its own software."
"1270",2019-05-06,"Apple Slides as Trade `Gut Punch' Hits Technology Shares (1)"
"1271",2019-05-07,"Apple Stores Are Hit With Complaints of Sliding Customer Service
In interviews, current and former employees say brand building became more important than serving shoppers."
"1272",2019-05-07,"Spotify Turns the Anti-Apple Volume Up to 11: Lionel Laurent
Complaints about the iPhone maker taking a 30 percent cut of App Store subscriptions have merit. But it’s hard to
feel too sorry for Spotify."
"1273",2019-05-08,"Apple Is Said to Be Close to Opening First Retail Store in India"
"1274",2019-05-09,"Goldman Tariff Trade Favors Amazon and Berkshire Over Apple (1)"
"1275",2019-05-10,"Apple Partner TSMC Starts Building Chips for Next-Gen iPhones"
"1276",2019-05-10,"Apple Sheds $75 Billion of Market Value as Trade Tumult Bites"
"1277",2019-05-13,"*APPLE LOSES AT U.S. SUPREME COURT ON IPHONE APP ANTITRUST SUIT
Related ticker:
AAPL US (Apple Inc)"
"1278",2019-05-13,"Kavanaugh's Shot at Apple Opens Door to Antitrust: Noah Feldman
The Supreme Court is more open to antitrust litigation if the newest justice is willing to join liberals on this issue."
"1279",2019-05-14,"Hon Hai Profit Misses Estimates on Sliding Demand for iPhones"
"1280",2019-05-15,"Apple's Tariff Tradeoff: Raise Phone Prices or Suffer Margin Hit"
"1281",2019-05-15,"World's Top Moneymakers: Apple Aces Again, Carmakers Crash Out"
"1282",2019-05-16,"*BERKSHIRE HATHAWAY AMAZON STAKE VALUED AT $860.6M AT END OF 1Q
To view the source of this information click here"
"1283",2019-05-17,"Apple, Amazon Show Two Faces of India's Quest to Lure Investment"
"1284",2019-05-17,"Apple's Former Retail Chief Angela Ahrendts Joins Airbnb Board"
"1285",2019-05-18,"Dutch Want EU Rules to Prevent Big Tech Snapping Up Startups (1)"
"1286",2019-05-18,"Hedge Funds Buy Sea, Sell Microsoft, Apple in Technology: 13F"
"1287",2019-05-20,"*TOSHIBA MEMORY TO BUY OUT SHARES FROM APPLE, DELL, OTHERS: WSJ
Related tickers:
6502 JP (Toshiba Corp)
AAPL US (Apple Inc)
DELL US (Dell Technologies Inc)
STX US (Seagate Technology PLC)"
"1288",2019-05-21,"Nasdaq Loser Board Strewn With Big Names as Apple, Tesla Plunge"
"1289",2019-05-22,"Apple Earnings Could Be Slashed 29% on a China Ban, Goldman Says"
"1290",2019-05-22,"Apple Earnings Could Fall 29% in Event of China Ban: Goldman"
"1291",2019-05-22,"Apple's China Business Faces Another Blow From Trump Huawei Ban"
"1292",2019-05-22,"Qualcomm Tumbles After Losing U.S. Antitrust Ruling (1)"
"1293",2019-05-25,"Apple Sued for Selling Customers' iTunes Information"
"1294",2019-05-25,"Apple's Ex-Retail Chief Rebuts Her Critics: `I Know the Facts'"
"1295",2019-05-28,"Apple and Nike Brace for China's Wrath After Huawei Ban"
"1296",2019-05-28,"Apple Launches New iPod Touch Starting at $199"
"1297",2019-05-28,"Apple Profit Could Fall 26% If China Bans IPhone, Cowen Says (1)"
"1298",2019-05-28,"Apple Rolls Out New IPod Touch, Keeping It Alive in IPhone Era"
"1299",2019-05-28,"Citigroup Pulled Out of Talks With Apple on Apple Card: CNBC"
"1300",2019-05-29,"Inside the Apple Team That Decides Which Apps Get on iPhones
The former head of App Store reviews discusses why apps get rejected, competition between Apple and
developers, and planning for WWDC."
"1301",2019-05-30,"Apple Bull Says Trade Risk Priced Into Shares After Rout (1)"
"1302",2019-05-30,"Apple Bull Says Trade Risk Priced Into Shares After Month's Rout"
"1303",2019-05-30,"Apple Shares Have Near-Term Floor at $160, Morgan Stanley Says"
"1304",2019-05-31,"Apple Hire of Disney+ Video Executive Highlights Talent Rivalry"
"1305",2019-05-31,"Apple Plans End of iTunes, to Reveal Glimpses of Its Next Era of Apps and Devices
At WWDC, Apple will make the Watch and iPad more independent, while unifying its app strategy as it looks
beyond the iPhone."
"1306",2019-06-01,"Goldman-Apple Deal Has Credit-Card Giant’s CEO Doubting Payoff"
"1307",2019-06-03,"There hasn’t been much good news for Apple Inc. shareholders lately. The stock plunged by 13% in May on
concerns that Chinese consumers would shun the iPhone maker in retaliation for the Trump administration’s moves
to curb Huawei Technologies Co.’s access to the U.S. market and American suppliers. There might be some
positive news, however, according to Divergence Analysis Inc.’s (DVAN) Buying and Selling Pressure indicator,
which shows that while the stock continues to slide, it’s falling less than its trend line, which means a bottom could
be in the making."
"1308",2019-06-04,"Apple Inc. Sued by App Developers Claiming Antitrust Violations"
"1309",2019-06-04,"Apple Just Announced It's Selling a Mac Monitor Stand for $999"
"1310",2019-06-04,"Apple Sets Vision for Unified App Strategy at Developer Confab"
"1311",2019-06-04,"Apple Shares Fall on Report DOJ Given Jurisdiction for Probe (1)"
"1312",2019-06-04,"Apple’s Party Crashed by Possible Antitrust Probe: Fully Charged"
"1313",2019-06-04,"Google, Facebook and Apple Fall Amid Antitrust Scrutiny (3)"
"1314",2019-06-05,"Apple and Facebook Have Lost the Monopoly Fight: Lionel Laurent
Even the Americans have woken up to the need to stop Big Tech snapping up any promising rivals. But big fines
are more likely than breakups."
"1315",2019-06-05,"Apple and Google App-Store Dominance Gives DOJ Antitrust Fodder"
"1316",2019-06-08,"Apple to Buy Drive.ai in Bid for More Autonomous Vehicle Talent"
"1317",2019-06-08,"Eventbrite Goes Burlesque, Apple Adds Watch Band to Mark Pride"
"1318",2019-06-11,"Apple Has Capacity to Make All iPhones for U.S. Outside of China"
"1319",2019-06-11,"Warren Urges DOJ Antitrust Head to Step Away From Google Probe"
"1320",2019-06-12,"Apple Unleashes Its Bait-And-Switch Trick on Intel: Alex Webb
Apple says it doesn’t want Intel’s modems anymore, then wants to buy the business. There’s a lesson here for
Qualcomm."
"1321",2019-06-13,"Apple’s Hometown Pays $70 Million, and Counting, to Keep HQ"
"1322",2019-06-13,"*JAPAN DISPLAY IS SAID LIKELY TO MISS FRIDAY BAILOUT DEADLINE
Related tickers:
3673 TT (TPK Holding Co Ltd)
6740 JP (Japan Display Inc)
AAPL US (Apple Inc)"
"1323",2019-06-13,"Japan Firms Have a $77 Billion Reason to Buy Clean Power: BNEF"
"1324",2019-06-14,"Apple CEO Tim Cook Visits White House to Discuss Job Training"
"1325",2019-06-14,"Apple May Hit $1 Trillion Again on Trade Deal, Wedbush Says (1)"
"1326",2019-06-14,"Trump Sees `Easy Money' in Big Tech. He's Wrong: Lionel Laurent
The president admires the huge EU fines on Google, Apple and others. But he’s failing to see Europe’s much
larger designs on Big Tech’s data."
"1327",2019-06-17,"Lower-Carbon Aluminum Is Key to Reducing Emissions: BNEF"
"1328",2019-06-18,"Apple Analysts See China IPhone Demand Tested by Trade Dispute"
"1329",2019-06-19,"Apple Mulls Shifting 15-30% of Output From China: Nikkei"
"1330",2019-06-19,"Apple Playing `Poker' With China Production Moves, Wedbush Says"
"1331",2019-06-19,"Apple Wants Suppliers to Mull Major Shift From China: Nikkei (1)"
"1332",2019-06-20,"Apple Expands Goldman Card Test to Thousands of Retail Workers"
"1333",2019-06-21,"Apple Warns Customers to Stop Using Some MacBook Pro Laptops"
"1334",2019-06-21,"Apple Warns of iPhone Tariff Risks as China Supply Chain Exposed"
"1335",2019-06-21,"IPhone Maker Names New Chairman to Replace Billionaire Terry Gou"
"1336",2019-06-21,"IPhone-Making Billionaire Urges Apple to Move Plants From China"
"1337",2019-06-24,"Banks, Burned by Apple Pay, Stay on Sidelines for Facebook Coin"
"1338",2019-06-25,"Boris And Jeremy Have a Low-Tax Doomsday Plan: Lionel Laurent
Brexit is turning into a race to the bottom on European corporation tax. Brussels should use any renewed Tory push
for a trade deal as leverage. "
"1339",2019-06-27,"Apple to Inject $100m Into Japan Display, Asahi Reports"
"1340",2019-06-27,"Oregon Climate Bill Clings to Life as Fleeing GOP Stymies Vote"
"1341",2019-06-27,"Roberts, Gorsuch Cross-Over Votes Deliver Wins for Liberals"
"1342",2019-06-28,"Apple Grants $100 Million Lifeline to Ailing Japan Display (1)"
"1343",2019-06-28,"Apple Moves Mac Pro Production to China, WSJ Reports"
"1344",2019-06-28,"Apple Moves New Mac Pro Production to China From U.S.: WSJ (1)"
"1345",2019-06-28,"*APPLE MOVES NEW MAC PRO PRODUCTION TO CHINA FROM U.S.: WSJ
Related ticker:
AAPL US (Apple Inc)"
"1346",2019-06-28,"Apple Says Jony Ive to Leave, Form Independent Design Company"
"1347",2019-06-28,"Apple's Jony Ive Leaving to Form Independent Company (2)"
"1348",2019-06-28,"How Much Was Jony Ive Worth to Apple? Market Says $9 Billion (1)"
"1349",2019-06-28,"Inside Apple's Long Goodbye to Design Chief Jony Ive"
"1350",2019-06-28,"The Jony Ive Obsessions That Built Apple: Timothy L. O'Brien
The British design guru was consumed by the drive for simplicity. His departure truly heralds the end of the Steve
Jobs era."
"1351",2019-06-28,"Time Was Up for Jony Ive and Apple's Cult of Design: Shira Ovide
The iPhone maker needs to move beyond its hardware obsession as technology evolves and becomes embedded
in everything."
"1352",2019-06-28,"VirnetX Patent Partly Revived by Appeals Court in Apple Case"
"1353",2019-07-01,"Apple Leads Tech Rally After Shedding Trade-War Albatross (1)"
"1354",2019-07-01,"Apple’s Jony Ive Changed the Way Businesses Are Designed"
"1355",2019-07-01,"Key Apple Designer from Ive's Team Joins Home Robotics Startup"
"1356",2019-07-02,"Apple Estimates Could Fall Amid China Demand Woes, Citi Says"
"1357",2019-07-05,"Samsung Profit Beats Estimates as One-Off Gain Masks a Downturn"
"1358",2019-07-07,"Gates Says Steve Jobs Cast ‘Spells’ to Keep Apple From Dying"
"1359",2019-07-08,"Apple Caution Grows as Sell Ratings Hit Multi-Decade Record (1)"
"1360",2019-07-08,"Apple Cut to Sell as Rosenblatt Sees ‘Fundamental Deterioration’"
"1361",2019-07-08,"Japan-Korea Spat Threatens to Upend Global Technology Chain (1)"
"1362",2019-07-08,"VirnetX Wins Appeal to Revive Two Patents in Apple Case"
"1363",2019-07-09,"Apple Inc. fell as much as 2.9% on Monday after Rosenblatt Securities downgraded the iPhone maker to sell. That
brought the total number of bearish analysts up to five among the 57 ratings tracked by Bloomberg, the highest
number since at least 1997. The decline helped push down the S&P 500 Information Technology Index, among
the worst-performing sectors of the day."
"1364",2019-07-10,"Apple Bull Sees Services Growth as Key to Fueling Rally"
"1365",2019-07-10,"Goldman-Apple Card Draws Rare Praise From Morgan Stanley"
"1366",2019-07-10,"Microsoft Sets Up Shop Next to Apple With First European Store"
"1367",2019-07-12,"Apple Pays the Price to Stay at the Bleeding Edge: Tim Culpan
A possible penalty payment to Samsung and bailout for Japan Display hint at the high cost of securing supply."
"1368",2019-07-12,"Tesla to Apple: Help Us Nail Robocar-Secrets Thief at China Firm"
"1369",2019-07-15,"Shares of the largest U.S. technology companies are in a bubble that’s on its way to bursting, according to
Research Affiliates LLC. The firm cited the weight of the FANG stocks -- Facebook Inc., Amazon.com Inc., Netflix
Inc. and Google’s owner, Alphabet Inc. -- along with Apple Inc. and Microsoft Corp. in the Russell 1000 index in a
report last week. Surging market values lifted the so-called FANMAG stocks’ share of the index to 14.9% as of
Friday, according to data compiled by Bloomberg. Their weight rose from 6.8% in 2012, when Facebook went
public. Research Affiliates compiles indexes that don’t use market value."
"1370",2019-07-15,"Terms of Trade: Apple, Boeing Are Tariff Bellwethers to Watch"
"1371",2019-07-17,"Apple Plans to Bankroll Original Podcasts to Fend Off Rivals (1)"
"1372",2019-07-17,"FDA to Examine Possible Apple Watch Role in Drug Development"
"1373",2019-07-17,"Twitter, Square CEO Jack Dorsey Gives Talk at Apple Headquarters"
"1374",2019-07-18,"Apple-Chipmaker TSMC’s Outlook Shines as Industry Stabilizes (2)"
"1375",2019-07-20,"Tinder Bypasses Google Play Joining Revolt Against App Store Fee"
"1376",2019-07-22,"Apple’s Next CEO to Replace Tim Cook: Jeff Williams
Jeff Williams co-created the Apple Watch and runs the company’s global operations. Can he also handle design—
and everything else?"
"1377",2019-07-23,"Apple Hires Tesla Engineer With Interior Design Experience"
"1378",2019-07-23,"Apple in Advanced Talks to Buy Intel Smartphone Modem Chip: DJ"
"1379",2019-07-23,"Apple Is Said to Be in Talks With Intel for Cellular Modem Unit"
